Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Venipede,0543,5.3 kg (11.7 lbs),0.4 m (1′04″),"Bug,Poison","Poison Point,Swarm,Speed Boost"," Contact with the Pokémon may poison the attacker., Powers up Bug-type moves in a pinch., Its Speed stat is gradually boosted."," https://pokemondb.net//ability/poison-point, https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/speed-boost",https://pokemondb.net/pokedex/venipede,"Whirlipede,Scolipede"," #0544, #0545"," https://pokemondb.net//pokedex/whirlipede, https://pokemondb.net//pokedex/scolipede"
Leavanny,0542,20.5 kg (45.2 lbs),1.2 m (3′11″),"Bug,Grass","Swarm,Chlorophyll,Overcoat"," Powers up Bug-type moves in a pinch., Boosts the Pokémon's Speed in sunshine., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/leavanny,,,
Swadloon,0541,7.3 kg (16.1 lbs),0.5 m (1′08″),"Bug,Grass","Leaf Guard,Chlorophyll,Overcoat"," Prevents problems with status in sunny weather., Boosts the Pokémon's Speed in sunshine., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/leaf-guard, https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/swadloon,Leavanny, #0542," https://pokemondb.net//pokedex/swadloon, https://pokemondb.net//pokedex/leavanny"
Sewaddle,0540,2.5 kg (5.5 lbs),0.3 m (1′00″),"Bug,Grass","Swarm,Chlorophyll,Overcoat"," Powers up Bug-type moves in a pinch., Boosts the Pokémon's Speed in sunshine., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/chlorophyll, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/sewaddle,"Swadloon,Leavanny"," #0541, #0542"," https://pokemondb.net//pokedex/swadloon, https://pokemondb.net//pokedex/leavanny"
Sawk,0539,51.0 kg (112.4 lbs),1.4 m (4′07″),Fighting,"Sturdy,Inner Focus,Mold Breaker"," It cannot be knocked out with one hit., The Pokémon is protected from flinching., Moves can be used regardless of Abilities."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/mold-breaker",https://pokemondb.net/pokedex/sawk,,,
Throh,0538,55.5 kg (122.4 lbs),1.3 m (4′03″),Fighting,"Guts,Inner Focus,Mold Breaker"," Boosts Attack if there is a status problem., The Pokémon is protected from flinching., Moves can be used regardless of Abilities."," https://pokemondb.net//ability/guts, https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/mold-breaker",https://pokemondb.net/pokedex/throh,,,
Seismitoad,0537,62.0 kg (136.7 lbs),1.5 m (4′11″),"Water,Ground","Swift Swim,Poison Touch,Water Absorb"," Boosts the Pokémon's Speed in rain., May poison targets when a Pokémon makes contact., Restores HP if hit by a Water-type move."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/poison-touch, https://pokemondb.net//ability/water-absorb",https://pokemondb.net/pokedex/seismitoad,,,
Palpitoad,0536,17.0 kg (37.5 lbs),0.8 m (2′07″),"Water,Ground","Swift Swim,Hydration,Water Absorb"," Boosts the Pokémon's Speed in rain., Heals status problems if it is raining., Restores HP if hit by a Water-type move."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/hydration, https://pokemondb.net//ability/water-absorb",https://pokemondb.net/pokedex/palpitoad,Seismitoad, #0537," https://pokemondb.net//pokedex/palpitoad, https://pokemondb.net//pokedex/seismitoad"
Drilbur,0529,8.5 kg (18.7 lbs),0.3 m (1′00″),Ground,"Sand Rush,Sand Force,Mold Breaker"," Boosts the Pokémon's Speed in a sandstorm., Boosts certain moves' power in a sandstorm., Moves can be used regardless of Abilities."," https://pokemondb.net//ability/sand-rush, https://pokemondb.net//ability/sand-force, https://pokemondb.net//ability/mold-breaker",https://pokemondb.net/pokedex/drilbur,Excadrill, #0530, https://pokemondb.net//pokedex/excadrill
Swoobat,0528,10.5 kg (23.1 lbs),0.9 m (2′11″),"Psychic,Flying","Unaware,Klutz,Simple"," Ignores any stat changes in the Pokémon., The Pokémon can't use any held items., Doubles all stat changes."," https://pokemondb.net//ability/unaware, https://pokemondb.net//ability/klutz, https://pokemondb.net//ability/simple",https://pokemondb.net/pokedex/swoobat,,,
Woobat,0527,2.1 kg (4.6 lbs),0.4 m (1′04″),"Psychic,Flying","Unaware,Klutz,Simple"," Ignores any stat changes in the Pokémon., The Pokémon can't use any held items., Doubles all stat changes."," https://pokemondb.net//ability/unaware, https://pokemondb.net//ability/klutz, https://pokemondb.net//ability/simple",https://pokemondb.net/pokedex/woobat,Swoobat, #0528, https://pokemondb.net//pokedex/swoobat
Gigalith,0526,260.0 kg (573.2 lbs),1.7 m (5′07″),Rock,"Sturdy,Sand Stream,Sand Force"," It cannot be knocked out with one hit., The Pokémon summons a sandstorm in battle., Boosts certain moves' power in a sandstorm."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/sand-stream, https://pokemondb.net//ability/sand-force",https://pokemondb.net/pokedex/gigalith,,,
Boldore,0525,102.0 kg (224.9 lbs),0.9 m (2′11″),Rock,"Sturdy,Weak Armor,Sand Force"," It cannot be knocked out with one hit., Physical attacks lower Defense and raise Speed., Boosts certain moves' power in a sandstorm."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/weak-armor, https://pokemondb.net//ability/sand-force",https://pokemondb.net/pokedex/boldore,Gigalith, #0526," https://pokemondb.net//pokedex/boldore, https://pokemondb.net//pokedex/gigalith"
Roggenrola,0524,18.0 kg (39.7 lbs),0.4 m (1′04″),Rock,"Sturdy,Weak Armor,Sand Force"," It cannot be knocked out with one hit., Physical attacks lower Defense and raise Speed., Boosts certain moves' power in a sandstorm."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/weak-armor, https://pokemondb.net//ability/sand-force",https://pokemondb.net/pokedex/roggenrola,"Boldore,Gigalith"," #0525, #0526"," https://pokemondb.net//pokedex/boldore, https://pokemondb.net//pokedex/gigalith"
Zebstrika,0523,79.5 kg (175.3 lbs),1.6 m (5′03″),Electric,"Lightning Rod,Motor Drive,Sap Sipper"," Draws in all Electric-type moves to up Sp. Attack., Raises Speed if hit by an Electric-type move., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net//ability/lightning-rod, https://pokemondb.net//ability/motor-drive, https://pokemondb.net//ability/sap-sipper",https://pokemondb.net/pokedex/zebstrika,,,
Blitzle,0522,29.8 kg (65.7 lbs),0.8 m (2′07″),Electric,"Lightning Rod,Motor Drive,Sap Sipper"," Draws in all Electric-type moves to up Sp. Attack., Raises Speed if hit by an Electric-type move., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net//ability/lightning-rod, https://pokemondb.net//ability/motor-drive, https://pokemondb.net//ability/sap-sipper",https://pokemondb.net/pokedex/blitzle,Zebstrika, #0523, https://pokemondb.net//pokedex/zebstrika
Unfezant,0521,29.0 kg (63.9 lbs),1.2 m (3′11″),"Normal,Flying","Big Pecks,Super Luck,Rivalry"," Protects the Pokémon from Defense-lowering attacks., Heightens the critical-hit ratios of moves., Deals more damage to a Pokémon of same gender."," https://pokemondb.net//ability/big-pecks, https://pokemondb.net//ability/super-luck, https://pokemondb.net//ability/rivalry",https://pokemondb.net/pokedex/unfezant,,,
Tranquill,0520,15.0 kg (33.1 lbs),0.6 m (2′00″),"Normal,Flying","Big Pecks,Super Luck,Rivalry"," Protects the Pokémon from Defense-lowering attacks., Heightens the critical-hit ratios of moves., Deals more damage to a Pokémon of same gender."," https://pokemondb.net//ability/big-pecks, https://pokemondb.net//ability/super-luck, https://pokemondb.net//ability/rivalry",https://pokemondb.net/pokedex/tranquill,Unfezant, #0521," https://pokemondb.net//pokedex/tranquill, https://pokemondb.net//pokedex/unfezant"
Munna,0517,23.3 kg (51.4 lbs),0.6 m (2′00″),Psychic,"Forewarn,Synchronize,Telepathy"," Determines what moves a foe has., Passes a burn, poison, or paralysis to the foe., Anticipates an ally's attack and dodges it."," https://pokemondb.net//ability/forewarn, https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/telepathy",https://pokemondb.net/pokedex/munna,Musharna, #0518, https://pokemondb.net//pokedex/musharna
Simipour,0516,29.0 kg (63.9 lbs),1.0 m (3′03″),Water,"Gluttony,Torrent"," Encourages the early use of a held Berry., Powers up Water-type moves in a pinch."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/torrent",https://pokemondb.net/pokedex/simipour,,,
Panpour,0515,13.5 kg (29.8 lbs),0.6 m (2′00″),Water,"Gluttony,Torrent"," Encourages the early use of a held Berry., Powers up Water-type moves in a pinch."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/torrent",https://pokemondb.net/pokedex/panpour,Simipour, #0516, https://pokemondb.net//pokedex/simipour
Simisear,0514,28.0 kg (61.7 lbs),1.0 m (3′03″),Fire,"Gluttony,Blaze"," Encourages the early use of a held Berry., Powers up Fire-type moves in a pinch."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/blaze",https://pokemondb.net/pokedex/simisear,,,
Pansear,0513,11.0 kg (24.3 lbs),0.6 m (2′00″),Fire,"Gluttony,Blaze"," Encourages the early use of a held Berry., Powers up Fire-type moves in a pinch."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/blaze",https://pokemondb.net/pokedex/pansear,Simisear, #0514, https://pokemondb.net//pokedex/simisear
Simisage,0512,30.5 kg (67.2 lbs),1.1 m (3′07″),Grass,"Gluttony,Overgrow"," Encourages the early use of a held Berry., Powers up Grass-type moves in a pinch."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/overgrow",https://pokemondb.net/pokedex/simisage,,,
Pansage,0511,10.5 kg (23.1 lbs),0.6 m (2′00″),Grass,"Gluttony,Overgrow"," Encourages the early use of a held Berry., Powers up Grass-type moves in a pinch."," https://pokemondb.net//ability/gluttony, https://pokemondb.net//ability/overgrow",https://pokemondb.net/pokedex/pansage,Simisage, #0512, https://pokemondb.net//pokedex/simisage
Liepard,0510,37.5 kg (82.7 lbs),1.1 m (3′07″),Dark,"Limber,Unburden,Prankster"," The Pokémon is protected from paralysis., Raises Speed if a held item is used., Gives priority to a status move."," https://pokemondb.net//ability/limber, https://pokemondb.net//ability/unburden, https://pokemondb.net//ability/prankster",https://pokemondb.net/pokedex/liepard,,,
Purrloin,0509,10.1 kg (22.3 lbs),0.4 m (1′04″),Dark,"Limber,Unburden,Prankster"," The Pokémon is protected from paralysis., Raises Speed if a held item is used., Gives priority to a status move."," https://pokemondb.net//ability/limber, https://pokemondb.net//ability/unburden, https://pokemondb.net//ability/prankster",https://pokemondb.net/pokedex/purrloin,Liepard, #0510, https://pokemondb.net//pokedex/liepard
Stoutland,0508,61.0 kg (134.5 lbs),1.2 m (3′11″),Normal,"Intimidate,Sand Rush,Scrappy"," Lowers the foe's Attack stat., Boosts the Pokémon's Speed in a sandstorm., Enables moves to hit Ghost-type Pokémon."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/sand-rush, https://pokemondb.net//ability/scrappy",https://pokemondb.net/pokedex/stoutland,,,
Herdier,0507,14.7 kg (32.4 lbs),0.9 m (2′11″),Normal,"Intimidate,Sand Rush,Scrappy"," Lowers the foe's Attack stat., Boosts the Pokémon's Speed in a sandstorm., Enables moves to hit Ghost-type Pokémon."," https://pokemondb.net//ability/intimidate, https://pokemondb.net//ability/sand-rush, https://pokemondb.net//ability/scrappy",https://pokemondb.net/pokedex/herdier,Stoutland, #0508," https://pokemondb.net//pokedex/herdier, https://pokemondb.net//pokedex/stoutland"
Lillipup,0506,4.1 kg (9.0 lbs),0.4 m (1′04″),Normal,"Vital Spirit,Pickup,Run Away"," Prevents the Pokémon from falling asleep., The Pokémon may pick up items., Enables a sure getaway from wild Pokémon."," https://pokemondb.net//ability/vital-spirit, https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/run-away",https://pokemondb.net/pokedex/lillipup,"Herdier,Stoutland"," #0507, #0508"," https://pokemondb.net//pokedex/herdier, https://pokemondb.net//pokedex/stoutland"
Watchog,0505,27.0 kg (59.5 lbs),1.1 m (3′07″),Normal,"Illuminate,Keen Eye,Analytic"," Raises the likelihood of meeting wild Pokémon., Prevents other Pokémon from lowering accuracy., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/illuminate, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/watchog,,,
Patrat,0504,11.6 kg (25.6 lbs),0.5 m (1′08″),Normal,"Run Away,Keen Eye,Analytic"," Enables a sure getaway from wild Pokémon., Prevents other Pokémon from lowering accuracy., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/run-away, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/patrat,Watchog, #0505, https://pokemondb.net//pokedex/watchog
Samurott,0503,94.6 kg (208.6 lbs),1.5 m (4′11″),Water,"Torrent,Shell Armor,Torrent,Sharpness"," Powers up Water-type moves in a pinch., The Pokémon is protected against critical hits., Powers up Water-type moves in a pinch., Boosts the power of slicing moves."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/shell-armor, https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sharpness",https://pokemondb.net/pokedex/samurott,Dewott, #0502, https://pokemondb.net//pokedex/dewott
Dewott,0502,24.5 kg (54.0 lbs),0.8 m (2′07″),Water,"Torrent,Shell Armor"," Powers up Water-type moves in a pinch., The Pokémon is protected against critical hits."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/shell-armor",https://pokemondb.net/pokedex/dewott,,,
Oshawott,0501,5.9 kg (13.0 lbs),0.5 m (1′08″),Water,"Torrent,Shell Armor"," Powers up Water-type moves in a pinch., The Pokémon is protected against critical hits."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/shell-armor",https://pokemondb.net/pokedex/oshawott,Dewott, #0502, https://pokemondb.net//pokedex/dewott
Emboar,0500,150.0 kg (330.7 lbs),1.6 m (5′03″),"Fire,Fighting","Blaze,Reckless"," Powers up Fire-type moves in a pinch., Powers up moves that have recoil damage."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/reckless",https://pokemondb.net/pokedex/emboar,,,
Arceus,0493,320.0 kg (705.5 lbs),3.2 m (10′06″),Normal,Multitype, Changes type to match the held Plate., https://pokemondb.net//ability/multitype,https://pokemondb.net/pokedex/arceus,,,
Shaymin,0492,2.1 kg (4.6 lbs),0.2 m (0′08″),Grass,"Natural Cure,Serene Grace"," All status problems heal when it switches out., Boosts the likelihood of added effects appearing."," https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/serene-grace",https://pokemondb.net/pokedex/shaymin,,,
Darkrai,0491,50.5 kg (111.3 lbs),1.5 m (4′11″),Dark,Bad Dreams, Reduces a sleeping foe's HP., https://pokemondb.net//ability/bad-dreams,https://pokemondb.net/pokedex/darkrai,,,
Manaphy,0490,1.4 kg (3.1 lbs),0.3 m (1′00″),Water,Hydration, Heals status problems if it is raining., https://pokemondb.net//ability/hydration,https://pokemondb.net/pokedex/manaphy,,,
Phione,0489,3.1 kg (6.8 lbs),0.4 m (1′04″),Water,Hydration, Heals status problems if it is raining., https://pokemondb.net//ability/hydration,https://pokemondb.net/pokedex/phione,,,
